100,192,2143,128,0,0:0:0:0:0
42,192,2143,1,0,0:0:0:0:0:
128,192,2143,1,0,0:0:0:0:0:
384,192,2143,1,0,0:0:0:0:0:
469,192,2143,1,0,0:0:0:0:0:
100,192,2143,130,0,0:0:0:0:
200,192,2143,130,0,0:0:0:0:
320,192,2342,1,2,0:0:0:0:
320,192,2545,1,2,0:0:0:0:
192,192,2815,1,2,0:0:0:0:
320,192,2950,1,2,0:0:0:0:
192,192,3085,1,2,0:0:0:0:
320,192,3220,1,4,0:0:0:0:
64,192,3422,1,2,0:0:0:0:
448,192,3625,1,2,0:0:0:0:
64,192,3760,1,0,0:0:0:0:
448,192,3895,1,2,0:0:0:0:
64,192,4030,1,0,0:0:0:0:
100,192,4300,130,0,0:0:0:0:
200,192,4300,130,0,0:0:0:0:
192,192,4300,1,4,0:0:0:0:
448,192,4300,1,0,0:0:0:0:
128,192,4300,1,0,0:0:0:0:
320,192,4502,1,2,0:0:0:0:
320,192,4705,1,2,0:0:0:0:
192,192,4975,1,2,0:0:0:0:
320,192,5110,1,2,0:0:0:0:
192,192,5245,1,2,0:0:0:0:
64,192,5380,1,4,0:0:0:0:
384,192,5380,1,0,0:0:0:0:
469,192,5380,1,0,0:0:0:0:
320,192,5582,1,2,0:0:0:0:
192,192,5785,1,2,0:0:0:0:
448,192,5920,1,4,0:0:0:0:
64,192,6055,1,2,0:0:0:0:
320,192,6190,1,2,0:0:0:0:
192,192,6325,1,2,0:0:0:0:
448,192,6460,1,4,0:0:0:0:
64,192,6460,1,0,0:0:0:0:
192,192,6662,1,2,0:0:0:0:
448,192,6865,1,2,0:0:0:0:
64,192,7135,1,2,0:0:0:0:
320,192,7270,1,2,0:0:0:0:
192,192,7405,1,2,0:0:0:0:
448,192,7540,1,4,0:0:0:0:
192,192,7742,1,2,0:0:0:0:
320,192,7945,1,2,0:0:0:0:
64,192,8080,1,0,0:0:0:0:
320,192,8215,1,2,0:0:0:0:
192,192,8350,1,0,0:0:0:0:
192,192,8620,1,4,0:0:0:0:
448,192,8620,1,0,0:0:0:0:
42,192,8620,1,0,0:0:0:0:
320,192,8822,1,2,0:0:0:0:
192,192,9025,1,2,0:0:0:0:
64,192,9160,1,4,0:0:0:0:
320,192,9160,1,0,0:0:0:0:
384,192,9160,1,0,0:0:0:0:
192,192,9295,1,2,0:0:0:0:
320,192,9430,1,2,0:0:0:0:
64,192,9565,1,2,0:0:0:0:
320,192,9700,1,4,0:0:0:0:
448,192,9700,1,0,0:0:0:0:
128,192,9700,1,0,0:0:0:0:
192,192,9970,1,4,0:0:0:0:
42,192,9970,1,0,0:0:0:0:
384,192,9970,1,0,0:0:0:0:
320,192,10240,1,6,0:0:0:0:
192,192,10240,1,0,0:0:0:0:
64,192,10510,1,6,0:0:0:0:
320,192,10510,1,0,0:0:0:0:
64,192,10780,1,4,0:0:0:0:
192,192,10780,1,0,0:0:0:0:
384,192,10780,1,0,0:0:0:0:
320,192,11050,1,8,0:0:0:0:
448,192,11050,1,0,0:0:0:0:
100,192,11050,130,0,0:0:0:0:
64,192,11320,1,0,0:0:0:0:
320,192,11320,1,0,0:0:0:0:
192,192,11590,1,8,0:0:0:0:
448,192,11590,1,0,0:0:0:0:
200,192,11590,130,0,0:0:0:0:
192,192,11860,1,0,0:0:0:0:
320,192,11860,1,0,0:0:0:0:
64,192,12130,1,8,0:0:0:0:
448,192,12130,1,0,0:0:0:0:
100,192,12130,130,0,0:0:0:0:
320,192,12400,1,0,0:0:0:0:
448,192,12400,1,0,0:0:0:0:
64,192,12670,1,8,0:0:0:0:
192,192,12670,1,0,0:0:0:0:
128,192,12805,1,0,0:0:0:0:
384,192,12805,1,0,0:0:0:0:
320,192,12940,1,4,0:0:0:0:
448,192,12940,1,0,0:0:0:0:
64,192,13210,1,8,0:0:0:0:
320,192,13210,1,0,0:0:0:0:
192,192,13480,1,0,0:0:0:0:
448,192,13480,1,0,0:0:0:0:
320,192,13750,1,8,0:0:0:0:
192,192,13750,1,0,0:0:0:0:
64,192,14020,1,0,0:0:0:0:
320,192,14020,1,0,0:0:0:0:
192,192,14290,1,12,0:0:0:0:
448,192,14290,1,0,0:0:0:0:
192,192,14560,1,12,0:0:0:0:
448,192,14560,1,0,0:0:0:0:
128,192,14560,1,0,0:0:0:0:
192,192,14762,1,12,0:0:0:0:
448,192,14762,1,0,0:0:0:0:
128,192,14762,1,0,0:0:0:0:
192,192,14965,1,12,0:0:0:0:
448,192,14965,1,0,0:0:0:0:
128,192,14965,1,0,0:0:0:0:
192,192,15100,1,4,0:0:0:0:
448,192,15100,1,0,0:0:0:0:
128,192,15100,1,0,0:0:0:0:
64,192,15370,1,8,0:0:0:0:
320,192,15370,1,0,0:0:0:0:
192,192,15640,1,0,0:0:0:0:
448,192,15640,1,0,0:0:0:0:
64,192,15910,1,12,0:0:0:0:
448,192,16045,1,4,0:0:0:0:
448,192,16315,1,4,0:0:0:0:
64,192,16450,1,12,0:0:0:0:
320,192,16585,1,0,0:0:0:0:
192,192,16720,1,4,0:0:0:0:
448,192,16855,1,4,0:0:0:0:
320,192,16990,1,12,0:0:0:0:
192,192,17125,1,0,0:0:0:0:
64,192,17260,1,4,0:0:0:0:
448,192,17260,1,0,0:0:0:0:
320,192,17530,1,8,0:0:0:0:
192,192,17530,1,0,0:0:0:0:
128,192,17665,1,0,0:0:0:0:
384,192,17665,1,0,0:0:0:0:
64,192,17800,1,4,0:0:0:0:
448,192,17800,1,0,0:0:0:0:
192,192,18070,1,8,0:0:0:0:
320,192,18070,1,0,0:0:0:0:
448,192,18340,1,12,0:0:0:0:
320,192,18340,1,0,0:0:0:0:
320,192,18610,1,12,0:0:0:0:
448,192,18610,1,0,0:0:0:0:
64,192,18880,1,12,0:0:0:0:
192,192,18947,1,0,0:0:0:0:
320,192,19015,1,0,0:0:0:0:
448,192,19082,1,0,0:0:0:0:
64,192,19150,1,12,0:0:0:0:
128,192,19217,1,0,0:0:0:0:
384,192,19285,1,0,0:0:0:0:
448,192,19352,1,0,0:0:0:0:
64,192,19420,1,4,0:0:0:0:
320,192,19420,1,0,0:0:0:0:
200,192,19690,130,0,0:0:0:0:
192,192,19690,1,8,0:0:0:0:
448,192,19690,1,0,0:0:0:0:
192,192,19960,1,0,0:0:0:0:
320,192,19960,1,0,0:0:0:0:
100,192,20230,130,0,0:0:0:0:
64,192,20230,1,8,0:0:0:0:
192,192,20230,1,0,0:0:0:0:
320,192,20500,1,0,0:0:0:0:
448,192,20500,1,0,0:0:0:0:
200,192,20770,130,0,0:0:0:0:
64,192,20770,1,8,0:0:0:0:
320,192,20770,1,0,0:0:0:0:
192,192,21040,1,0,0:0:0:0:
448,192,21040,1,0,0:0:0:0:
320,192,21310,1,8,0:0:0:0:
100,192,21310,130,0,0:0:0:0:
192,192,21310,1,0,0:0:0:0:
64,192,21580,1,4,0:0:0:0:
320,192,21580,1,0,0:0:0:0:
192,192,21850,1,8,0:0:0:0:
448,192,21850,1,0,0:0:0:0:
200,192,21850,130,0,0:0:0:0:
320,192,22120,1,0,0:0:0:0:
192,192,22120,1,0,0:0:0:0:
320,192,22390,1,8,0:0:0:0:
100,192,22390,130,0,0:0:0:0:
448,192,22390,1,0,0:0:0:0:
64,192,22660,1,0,0:0:0:0:
192,192,22660,1,0,0:0:0:0:
200,192,22930,130,0,0:0:0:0:
64,192,22930,1,12,0:0:0:0:
448,192,22930,1,0,0:0:0:0:
100,192,23200,130,0,0:0:0:0:
64,192,23200,1,12,0:0:0:0:
448,192,23200,1,0,0:0:0:0:
213,192,23200,1,0,0:0:0:0:
298,192,23200,1,0,0:0:0:0:
64,192,23402,1,12,0:0:0:0:
448,192,23402,1,0,0:0:0:0:
213,192,23402,1,0,0:0:0:0:
298,192,23402,1,0,0:0:0:0:
64,192,23605,1,12,0:0:0:0:
448,192,23605,1,0,0:0:0:0:
213,192,23605,1,0,0:0:0:0:
298,192,23605,1,0,0:0:0:0:
100,192,23740,130,0,0:0:0:0:
64,192,23740,1,4,0:0:0:0:
448,192,23740,1,0,0:0:0:0:
128,192,23740,1,0,0:0:0:0:
384,192,23740,1,0,0:0:0:0:
192,192,24010,1,8,0:0:0:0:
320,192,24010,1,0,0:0:0:0:
64,192,24280,1,0,0:0:0:0:
320,192,24280,1,0,0:0:0:0:
192,192,24550,1,12,0:0:0:0:
384,192,24550,1,0,0:0:0:0:
42,192,24550,1,0,0:0:0:0:
448,192,24685,1,4,0:0:0:0:
448,192,24955,1,4,0:0:0:0:
192,192,25090,1,12,0:0:0:0:
320,192,25225,1,0,0:0:0:0:
64,192,25360,1,4,0:0:0:0:
320,192,25495,1,4,0:0:0:0:
192,192,25630,1,12,0:0:0:0:
448,192,25765,1,0,0:0:0:0:
100,192,25900,128,0,26980:0:0:0:0:
64,192,25900,1,4,0:0:0:0:
192,192,25900,1,0,0:0:0:0:
42,192,26035,1,0,0:0:0:0:
213,192,26035,1,0,0:0:0:0:
320,192,26170,1,8,0:0:0:0:
448,192,26170,1,0,0:0:0:0:
298,192,26305,1,0,0:0:0:0:
469,192,26305,1,0,0:0:0:0:
64,192,26440,1,4,0:0:0:0:
192,192,26440,1,0,0:0:0:0:
42,192,26575,1,0,0:0:0:0:
213,192,26575,1,0,0:0:0:0:
320,192,26710,1,8,0:0:0:0:
448,192,26710,1,0,0:0:0:0:
298,192,26845,1,0,0:0:0:0:
469,192,26845,1,0,0:0:0:0:
200,192,26980,128,0,28060:0:0:0:0:
64,192,26980,1,4,0:0:0:0:
320,192,26980,1,0,0:0:0:0:
42,192,27115,1,0,0:0:0:0:
298,192,27115,1,0,0:0:0:0:
192,192,27250,1,12,0:0:0:0:
448,192,27250,1,0,0:0:0:0:
213,192,27385,1,0,0:0:0:0:
469,192,27385,1,0,0:0:0:0:
64,192,27520,1,4,0:0:0:0:
320,192,27520,1,0,0:0:0:0:
128,192,27520,1,0,0:0:0:0:
384,192,27520,1,0,0:0:0:0:
128,192,27655,1,0,0:0:0:0:
384,192,27655,1,0,0:0:0:0:
42,192,27655,1,0,0:0:0:0:
298,192,27655,1,0,0:0:0:0:
192,192,27790,1,12,0:0:0:0:
448,192,27790,1,0,0:0:0:0:
128,192,27790,1,0,0:0:0:0:
384,192,27790,1,0,0:0:0:0:
213,192,27925,1,0,0:0:0:0:
469,192,27925,1,0,0:0:0:0:
128,192,27925,1,0,0:0:0:0:
384,192,27925,1,0,0:0:0:0:
64,192,28060,1,4,0:0:0:0:
384,192,28060,1,0,0:0:0:0:
64,192,28262,1,0,0:0:0:0:
384,192,28262,1,0,0:0:0:0:
64,192,28465,1,0,0:0:0:0:
384,192,28465,1,0,0:0:0:0:
192,192,28667,1,0,0:0:0:0:
128,192,28667,1,0,0:0:0:0:
298,192,28667,1,0,0:0:0:0:
192,192,28870,1,0,0:0:0:0:
128,192,28870,1,0,0:0:0:0:
192,192,29005,1,0,0:0:0:0:
128,192,29005,1,0,0:0:0:0:
320,192,29140,1,0,0:0:0:0:
213,192,29140,1,0,0:0:0:0:
320,192,29342,1,0,0:0:0:0:
213,192,29342,1,0,0:0:0:0:
320,192,29545,1,0,0:0:0:0:
213,192,29545,1,0,0:0:0:0:
448,192,29747,1,0,0:0:0:0:
384,192,29747,1,0,0:0:0:0:
448,192,29950,1,0,0:0:0:0:
384,192,29950,1,0,0:0:0:0:
448,192,30085,1,0,0:0:0:0:
384,192,30085,1,0,0:0:0:0:
192,192,30220,1,0,0:0:0:0:
384,192,30220,1,0,0:0:0:0:
192,192,30422,1,0,0:0:0:0:
384,192,30422,1,0,0:0:0:0:
192,192,30625,1,0,0:0:0:0:
384,192,30625,1,0,0:0:0:0:
448,192,30827,1,0,0:0:0:0:
128,192,30827,1,0,0:0:0:0:
448,192,31030,1,0,0:0:0:0:
128,192,31030,1,0,0:0:0:0:
448,192,31165,1,0,0:0:0:0:
128,192,31165,1,0,0:0:0:0:
320,192,31300,1,0,0:0:0:0:
42,192,31300,1,0,0:0:0:0:
320,192,31502,1,0,0:0:0:0:
42,192,31502,1,0,0:0:0:0:
320,192,31705,1,0,0:0:0:0:
128,192,31705,1,0,0:0:0:0:
42,192,31840,1,0,0:0:0:0:
213,192,31840,1,0,0:0:0:0:
298,192,31975,1,0,0:0:0:0:
128,192,31975,1,0,0:0:0:0:
213,192,32110,1,0,0:0:0:0:
384,192,32110,1,0,0:0:0:0:
298,192,32245,1,0,0:0:0:0:
469,192,32245,1,0,0:0:0:0:
320,192,32380,1,0,0:0:0:0:
42,192,32380,1,0,0:0:0:0:
384,192,32380,1,0,0:0:0:0:
64,192,32582,1,0,0:0:0:0:
448,192,32785,1,0,0:0:0:0:
192,192,32920,1,0,0:0:0:0:
128,192,32920,1,0,0:0:0:0:
320,192,33055,1,0,0:0:0:0:
384,192,33055,1,0,0:0:0:0:
192,192,33190,1,0,0:0:0:0:
128,192,33190,1,0,0:0:0:0:
320,192,33325,1,0,0:0:0:0:
384,192,33325,1,0,0:0:0:0:
384,192,33460,1,0,0:0:0:0:
469,192,33460,1,0,0:0:0:0:
384,192,33595,1,0,0:0:0:0:
469,192,33595,1,0,0:0:0:0:
298,192,33730,1,0,0:0:0:0:
384,192,33730,1,0,0:0:0:0:
298,192,33865,1,0,0:0:0:0:
384,192,33865,1,0,0:0:0:0:
213,192,34000,1,0,0:0:0:0:
298,192,34000,1,0,0:0:0:0:
213,192,34135,1,0,0:0:0:0:
298,192,34135,1,0,0:0:0:0:
192,192,34270,1,0,0:0:0:0:
128,192,34270,1,0,0:0:0:0:
128,192,34405,1,0,0:0:0:0:
213,192,34405,1,0,0:0:0:0:
192,192,34540,1,0,0:0:0:0:
384,192,34540,1,0,0:0:0:0:
213,192,34675,1,0,0:0:0:0:
384,192,34675,1,0,0:0:0:0:
320,192,34810,1,0,0:0:0:0:
128,192,34810,1,0,0:0:0:0:
128,192,34945,1,0,0:0:0:0:
298,192,34945,1,0,0:0:0:0:
64,192,35080,1,0,0:0:0:0:
213,192,35080,1,0,0:0:0:0:
42,192,35215,1,0,0:0:0:0:
213,192,35215,1,0,0:0:0:0:
213,192,35350,1,0,0:0:0:0:
384,192,35350,1,0,0:0:0:0:
213,192,35485,1,0,0:0:0:0:
384,192,35485,1,0,0:0:0:0:
298,192,35620,1,0,0:0:0:0:
128,192,35620,1,0,0:0:0:0:
42,192,35822,1,0,0:0:0:0:
213,192,35822,1,0,0:0:0:0:
298,192,35822,1,0,0:0:0:0:
192,192,36025,1,0,0:0:0:0:
42,192,36025,1,0,0:0:0:0:
298,192,36025,1,0,0:0:0:0:
128,192,36227,1,0,0:0:0:0:
42,192,36227,1,0,0:0:0:0:
42,192,36430,1,0,0:0:0:0:
128,192,36430,1,0,0:0:0:0:
298,192,36430,1,0,0:0:0:0:
448,192,36565,1,0,0:0:0:0:
100,192,36700,130,0,0:0:0:0:
200,192,36700,130,0,0:0:0:0:
64,192,36700,1,4,0:0:0:0:
320,192,36700,1,0,0:0:0:0:
213,192,36700,1,0,0:0:0:0:
469,192,36700,1,0,0:0:0:0:
42,192,36835,1,0,0:0:0:0:
213,192,36835,1,0,0:0:0:0:
192,192,36970,1,0,0:0:0:0:
128,192,36970,1,0,0:0:0:0:
128,192,37105,1,0,0:0:0:0:
213,192,37105,1,0,0:0:0:0:
320,192,37240,1,0,0:0:0:0:
213,192,37240,1,0,0:0:0:0:
213,192,37375,1,0,0:0:0:0:
298,192,37375,1,0,0:0:0:0:
448,192,37510,1,0,0:0:0:0:
298,192,37510,1,0,0:0:0:0:
298,192,37645,1,0,0:0:0:0:
469,192,37645,1,0,0:0:0:0:
320,192,37780,1,0,0:0:0:0:
384,192,37780,1,0,0:0:0:0:
448,192,37870,1,0,0:0:0:0:
320,192,37960,1,0,0:0:0:0:
192,192,38050,1,0,0:0:0:0:
128,192,38050,1,0,0:0:0:0:
213,192,38185,1,0,0:0:0:0:
128,192,38185,1,0,0:0:0:0:
64,192,38320,1,0,0:0:0:0:
298,192,38320,1,0,0:0:0:0:
64,192,38522,1,0,0:0:0:0:
128,192,38590,1,0,0:0:0:0:
192,192,38725,1,0,0:0:0:0:
100,192,38860,130,0,0:0:0:0:
200,192,38860,130,0,0:0:0:0:
320,192,38860,1,4,0:0:0:0:
42,192,38860,1,0,0:0:0:0:
128,192,38860,1,0,0:0:0:0:
320,192,39130,1,0,0:0:0:0:
128,192,39130,1,0,0:0:0:0:
42,192,39130,1,0,0:0:0:0:
128,192,39400,1,0,0:0:0:0:
298,192,39400,1,0,0:0:0:0:
384,192,39400,1,0,0:0:0:0:
448,192,39670,1,0,0:0:0:0:
213,192,39670,1,0,0:0:0:0:
298,192,39670,1,0,0:0:0:0:
320,192,39940,1,0,0:0:0:0:
128,192,39940,1,0,0:0:0:0:
384,192,39940,1,0,0:0:0:0:
320,192,40210,1,0,0:0:0:0:
42,192,40210,1,0,0:0:0:0:
128,192,40210,1,0,0:0:0:0:
192,192,40480,1,0,0:0:0:0:
128,192,40480,1,0,0:0:0:0:
42,192,40480,1,0,0:0:0:0:
320,192,40750,1,0,0:0:0:0:
128,192,40750,1,0,0:0:0:0:
384,192,40750,1,0,0:0:0:0:
100,192,41020,130,0,0:0:0:0:
320,192,41020,1,4,0:0:0:0:
448,192,41020,1,0,0:0:0:0:
213,192,41020,1,0,0:0:0:0:
42,192,41020,1,0,0:0:0:0:
320,192,41965,1,0,0:0:0:0:
213,192,41965,1,0,0:0:0:0:
200,192,42100,130,0,0:0:0:0:
100,192,42100,130,0,0:0:0:0:
64,192,42100,1,4,0:0:0:0:
448,192,42100,1,0,0:0:0:0:
128,192,42100,1,0,0:0:0:0:
384,192,42100,1,0,0:0:0:0:
64,192,42640,1,4,0:0:0:0:
448,192,42640,1,0,0:0:0:0:
